name,directed_by,genre,type,id,initial_release_date
Dawn of the Dead,Zack Snyder,Horror|Action Film|Thriller|Science Fiction|Drama,,/en/dawn_of_the_dead_2004,3/10/2004
Day of the Dead,Steve Miner,Splatter film|Doomsday film|Horror|Thriller|Cult film|Zombie Film,,/en/day_of_the_dead_2007,4/8/2008
Day of the Dead 2: Contagium,Ana Clavell|James Glenn Dudelson,Horror|Zombie Film,,/en/day_of_the_dead_2_contagium,10/18/2005
Day Watch,Timur Bekmambetov,Thriller|Fantasy|Action Film,,/en/day_watch,1/1/2006
Day Zero,Bryan Gunnar Cole,Indie film|Political drama|Drama,,/en/day_zero,11/2/2007
De-Lovely,Irwin Winkler,Musical|Biographical film|Musical Drama|Drama,,/en/de-lovely,5/22/2004
Dead &amp; Breakfast,Matthew Leutwyler,Horror|Black comedy|Creature Film|Zombie Film|Horror comedy|Comedy,,/en/dead_breakfast,3/19/2004
Dead Birds,Alex Turner,Horror,,/en/dead_birds_2005,3/15/2005
Dead End,Jean-Baptiste Andrea|Fabrice Canepa,Horror|Thriller|Mystery|Comedy,,/en/dead_end_2003,1/30/2003
Dead Friend,Kim Tae-kyeong,Horror|East Asian cinema|World cinema,,/en/dead_friend,6/18/2004
Dead Man's Shoes,Shane Meadows,Psychological thriller|Crime Fiction|Thriller|Drama,,/en/dead_mans_shoes,10/1/2004
Dear Frankie,Shona Auerbach,Indie film|Drama|Romance Film,,/en/dear_frankie,5/4/2004
Dear Wendy,Thomas Vinterberg,Indie film|Crime Fiction|Melodrama|Comedy|Romance Film|Drama,,/en/dear_wendy,5/16/2004
Death in Gaza,James Miller,Documentary film|War film|Children's Issues|Culture &amp; Society|Biographical film,,/en/death_in_gaza,2/11/2004
Death to Smoochy,Danny DeVito,Comedy|Thriller|Crime Fiction|Drama,,/en/death_to_smoochy,3/29/2002
Death Trance,Yuji Shimomura,Action Film|Fantasy|Martial Arts Film|Thriller|Action/Adventure|World cinema|Action Thriller|Japanese Movies,,/en/death_trance,5/12/2005
Death Walks the Streets,James Zahn,Indie film|Horror|Crime Fiction,,/en/death_walks_the_streets,6/26/2008
Deathwatch,Michael J. Bassett,Horror|War film|Thriller|Drama,,/en/deathwatch,10/6/2002
December Boys,Rod Hardy,Coming of age|Film adaptation|Indie film|Historical period drama|World cinema|Drama,,/en/december_boys,
Decoys,Matthew Hastings,Science Fiction|Horror|Thriller|Alien Film|Horror comedy,,/en/decoys,
Deepavali,Ezhil,Romance Film|Tamil cinema|World cinema,,/en/deepavali,2/9/2007
Deewane Huye Paagal,Vikram Bhatt,Romance Film|Romantic comedy|Comedy|Bollywood|World cinema|Drama,,/en/deewane_huye_pagal,11/25/2005
Déjà Vu,Tony Scott,Thriller|Science Fiction|Time travel|Action Film|Mystery|Crime Thriller|Action/Adventure,,/wikipedia/ja_id/980449,11/20/2006
Democrazy,Michael Legge,Parody|Action/Adventure|Action Film|Indie film|Superhero movie|Comedy,,/en/democrazy_2005,
Demonium,Andreas Schnaas,Horror|Thriller,,/en/demonium,8/25/2001
Der Schuh des Manitu,Michael Herbig,Western|Comedy|Parody,,/en/der_schuh_des_manitu,7/13/2001
The Tunnel,Roland Suso Richter,World cinema|Thriller|Political drama|Political thriller|Drama,,/en/der_tunnel,1/21/2001
Derailed,Mikael Håfström,Thriller|Psychological thriller|Crime Thriller|Drama,,/en/derailed,11/11/2005
Derailed,Bob Misiorowski,Thriller|Action Film|Martial Arts Film|Disaster Film|Action/Adventure,,/en/derailed_2002,
Destiny's Child: Live In Atlana,Julia Knowles,Music|Documentary film,,/en/destinys_child_live_in_atlana,3/27/2006
Deuce Bigalow: European Gigolo,Mike Bigelow,Sex comedy|Slapstick|Gross out|Gross-out film|Comedy,,/en/deuce_bigalow_european_gigolo,8/6/2005
Dev,Govind Nihalani,Drama|Bollywood,,/en/dev,6/11/2004
Devadasu,YVS Chowdary|Gopireddy Mallikarjuna Reddy,Romance Film|Drama|Tollywood|World cinema,,/en/devadasu,1/11/2006
Devdas,Sanjay Leela Bhansali,Romance Film|Musical|Drama|Bollywood|World cinema|Musical Drama,,/en/devdas_2002,5/23/2002
Devil's Playground,Lucy Walker,Documentary film,,/en/devils_playground_2003,2/4/2003
Devil's Pond,Joel Viertel,Thriller|Suspense,,/en/the_devils_pond,10/21/2003
Dhadkan,Dharmesh Darshan,Musical|Romance Film|Melodrama|Bollywood|World cinema|Drama|Musical Drama,,/en/dhadkan,8/11/2000
Dhool,Dharani,Musical|Family|Action Film|Tamil cinema|World cinema|Drama|Musical Drama,,/en/dhool,1/10/2003
Dhoom 2,Sanjay Gadhvi,Crime Fiction|Action/Adventure|Musical|World cinema|Buddy cop film|Action Film|Thriller|Action Thriller|Musical comedy|Comedy,,/en/dhoom_2,11/23/2006
Dhyaas Parva,Amol Palekar,Biographical film|Drama|Marathi cinema,,/en/dhyaas_parva,
Diary of a Housewife,Vinod Sukumaran,Short Film|Malayalam Cinema|World cinema,,/en/diary_of_a_housewife,
Diary of a Mad Black Woman,Darren Grant,Comedy-drama|Romance Film|Romantic comedy|Comedy|Drama,,/en/diary_of_a_mad_black_woman,2/25/2005
Dickie Roberts: Former Child Star,Sam Weisman,Parody|Slapstick|Comedy,,/en/dickie_roberts_former_child_star,9/3/2003
Die Bad,Ryoo Seung-wan,Crime Fiction|Drama,,/en/die_bad,7/15/2000
Die Mommie Die!,Mark Rucker,Comedy,,/en/die_mommie_die,1/20/2003
God Is Great and I'm Not,Pascale Bailly,Romantic comedy|World cinema|Religious Film|Romance Film|Comedy of manners|Comedy|Drama,,/en/dieu_est_grand_je_suis_toute_petite,9/26/2001
Digimon: The Movie,Mamoru Hosoda|Shigeyasu Yamauchi,Anime|Fantasy|Family|Animation|Adventure Film|Action Film|Thriller,,/en/digimon_the_movie,3/17/2000
Digital Monster X-Evolution,Hiroyuki Kakudō,Computer Animation|Animation|Japanese Movies,,/en/digital_monster_x-evolution,1/3/2005
Digna... hasta el último aliento,Felipe Cazals,Documentary film|Culture &amp; Society|Law &amp; Crime|Biographical film,,/en/digna_hasta_el_ultimo_aliento,12/17/2004
Dil Chahta Hai,Farhan Akhtar,Bollywood|Musical|Romance Film|World cinema|Comedy-drama|Musical Drama|Musical comedy|Comedy|Drama,,/en/dil_chahta_hai,7/24/2001
Dil Diya Hai,Aditya Datt|Aditya Datt,Romance Film|Bollywood|World cinema|Drama,,/en/dil_diya_hai,9/8/2006
Dil Hai Tumhara,Kundan Shah,Family|Romance Film|Musical|Bollywood|World cinema|Drama|Musical Drama,,/en/dil_hai_tumhaara,9/6/2002
Dil Ka Rishta,Naresh Malhotra,Romance Film|Bollywood,,/en/dil_ka_rishta,1/17/2003
Dil Ne Jise Apna Kahaa,Atul Agnihotri,Musical|World cinema|Romance Film|Musical Drama|Musical comedy|Comedy|Bollywood|Drama,,/en/dil_ne_jise_apna_kahaa,9/10/2004
Dinosaur,Eric Leighton|Ralph Zondag,Computer Animation|Animation|Fantasy|Costume drama|Family|Adventure Film|Thriller,,/en/dinosaur_2000,5/13/2000
Dirty Dancing: Havana Nights,Guy Ferland,Musical|Coming of age|Indie film|Teen film|Romance Film|Historical period drama|Dance film|Musical Drama|Drama,,/en/dirty_dancing_2004,2/27/2004
Dirty Deeds,David Caesar,Historical period drama|Black comedy|Crime Thriller|Thriller|Crime Fiction|World cinema|Gangster Film|Drama,,/en/dirty_deeds,7/18/2002
Dirty Deeds,David Kendall,Comedy,,/en/dirty_deeds_2005,8/26/2005
Dirty Love,John Mallory Asher,Indie film|Sex comedy|Romantic comedy|Romance Film|Comedy,,/en/dirty_love,9/23/2005
Disappearing Acts,Gina Prince-Bythewood,Romance Film|Television film|Film adaptation|Comedy-drama|Drama,,/en/disappearing_acts,12/9/2000
Dishyum,Sasi,Romance Film|Action Film|Drama|Tamil cinema|World cinema,,/en/dishyum,2/2/2006
Distant Lights,Hans-Christian Schmid,Drama,,/en/distant_lights,2/11/2003
District 13,Pierre Morel,Martial Arts Film|Thriller|Action Film|Science Fiction|Crime Fiction,,/en/district_b13,11/10/2004
Disturbia,D. J. Caruso,Thriller|Mystery|Teen film|Drama,,/en/disturbia,4/4/2007
Ditto,Jeong-kwon Kim,Romance Film|Science Fiction|East Asian cinema|World cinema,,/en/ditto_2000,5/27/2000
Divine Intervention,Elia Suleiman,Black comedy|World cinema|Romance Film|Comedy|Drama,,/en/divine_intervention_2002,5/19/2002
Divine Secrets of the Ya-Ya Sisterhood,Callie Khouri,Film adaptation|Comedy-drama|Historical period drama|Family Drama|Ensemble Film|Comedy|Drama,,/en/divine_secrets_of_the_ya_ya_sisterhood,6/3/2002
DOA: Dead or Alive,Corey Yuen,Action Film|Adventure Film,,/en/doa_dead_or_alive,9/7/2006
DodgeBall: A True Underdog Story,Rawson Marshall Thurber,Sports|Comedy,,/en/dodgeball_a_true_underdog_story,6/18/2004
Dog Soldiers,Neil Marshall,Horror|Action Film|Creature Film,,/en/dog_soldiers,3/22/2002
Dogtown and Z-Boys,Stacy Peralta,Documentary film|Sports|Extreme Sports|Biographical film,,/en/dogtown_and_z-boys,1/19/2001
Dogville,Lars von Trier,Drama,,/en/dogville,5/19/2003
The Doll Master,Jeong Yong-Gi,Horror|Thriller|East Asian cinema|World cinema,,/en/doll_master,7/30/2004
Dolls,Takeshi Kitano,Romance Film|Drama,,/en/dolls,9/5/2002
Dominion: Prequel to the Exorcist,Paul Schrader,Horror|Supernatural|Psychological thriller|Cult film,,/en/dominion_prequel_to_the_exorcist,5/20/2005
Domino,Tony Scott,Thriller|Action Film|Biographical film|Crime Fiction|Comedy|Adventure Film|Drama,,/en/domino_2005,9/25/2005
Don: The Chase Begins Again,Farhan Akhtar,Crime Fiction|Thriller|Mystery|Action Film|Romance Film|Comedy|Bollywood|World cinema,,/en/don_2006,10/20/2006
Don's Plum,R.D. Robb,Black-and-white|Ensemble Film|Comedy|Drama,,/en/dons_plum,2/10/2001
Don't Come Knocking,Wim Wenders,Western|Indie film|Musical|Drama|Music|Musical Drama,,/en/dont_come_knocking,5/19/2005
Don't Move,Sergio Castellitto,Romance Film|Drama,,/en/dont_move,3/12/2004
Don't Say a Word,Gary Fleder,Thriller|Psychological thriller|Crime Fiction|Suspense,,/en/dont_say_a_word_2001,9/24/2001
Donnie Darko,Richard Kelly,Science Fiction|Mystery|Drama,,/en/donnie_darko,1/19/2001
Doomsday,Neil Marshall,Science Fiction|Action Film,,/en/doomsday_2008,3/14/2008
Dopamine,Mark Decena,Comedy-drama|Romance Film|Indie film|Romantic comedy|Comedy|Drama,,/en/dopamine_2003,1/23/2003
Dosti: Friends Forever,Suneel Darshan,Romance Film|Drama,,/en/dosti_friends_forever,12/23/2005
Double Take,George Gallo,Crime Fiction|Action/Adventure|Action Film|Comedy,,/en/double_take,1/12/2001
Double Teamed,Duwayne Dunham,Family|Biographical film|Family Drama|Children's/Family|Sports,,/en/double_teamed,1/18/2002
Double Vision,Chen Kuo-Fu,Thriller|Mystery|Martial Arts Film|Action Film|Horror|Psychological thriller|Suspense|World cinema|Crime Thriller|Action/Adventure|Chinese Movies,,/en/double_vision_2002,5/20/2002
Double Whammy,Tom DiCillo,Comedy-drama|Indie film|Action Film|Crime Fiction|Action/Adventure|Satire|Romantic comedy|Comedy|Drama,,/en/double_whammy,1/20/2001
Down and Derby,Eric Hendershot,Family|Sports|Comedy,,/en/down_and_derby,4/15/2005
Down in the Valley,David Jacobson,Indie film|Romance Film|Family Drama|Psychological thriller|Drama,,/en/down_in_the_valley,5/13/2005
Down to Earth,Chris Weitz|Paul Weitz,Fantasy|Comedy,,/en/down_to_earth,2/12/2001
Down with Love,Peyton Reed,Romantic comedy|Romance Film|Screwball comedy|Parody|Comedy,,/en/down_with_love,5/9/2003
Downfall,Oliver Hirschbiegel,Biographical film|War film|Historical drama|Drama,,/en/downfall,9/8/2004
Dr. Dolittle 2,Steve Carr,Family|Fantasy Comedy|Comedy|Romance Film,,/en/dr_dolittle_2,6/19/2001
Dr. Dolittle 3,Rich Thorne,Family|Comedy,,/en/dr_dolittle_3,4/25/2006
Dracula: Pages from a Virgin's Diary,Guy Maddin,Silent film|Indie film|Horror|Musical|Experimental film|Dance film|Horror comedy|Musical comedy|Comedy,,/en/dracula_pages_from_a_virgins_diary,2/28/2002
Dragon Boys,Jerry Ciccoritti,Crime Drama|Ensemble Film|Drama,,/en/dragon_boys,
Dragon Tiger Gate,Wilson Yip,Martial Arts Film|Wuxia|Action/Adventure|Action Film|Thriller|Superhero movie|World cinema|Action Thriller|Chinese Movies,,/en/dragon_tiger_gate,7/27/2006
Dragonfly,Tom Shadyac,Thriller|Mystery|Romance Film|Fantasy|Drama,,/en/dragonfly_2002,2/18/2002
Dragonlance: Dragons of Autumn Twilight,Will Meugniot,Animation|Sword and sorcery|Fantasy|Adventure Film|Science Fiction,,/en/dragonlance_dragons_of_autumn_twilight,1/15/2008
Drake &amp; Josh Go Hollywood,Adam Weissman|Steve Hoefer,Family|Adventure Film|Comedy,,/en/drake_josh_go_hollywood,1/6/2006
Drawing Restraint 9,Matthew Barney,Cult film|Fantasy|Surrealism|Avant-garde|Experimental film|Japanese Movies,,/en/drawing_restraint_9,7/1/2005
Dreamcatcher,Lawrence Kasdan,Science Fiction|Horror|Thriller|Drama,,/en/dreamcatcher,3/6/2003
Dreamer,John Gatins,Family|Sports|Drama,,/en/dreamer_2005,9/10/2005
Dreaming of Julia,Juan Gerard,Indie film|Action Film|Crime Fiction|Action/Adventure|Comedy|Drama,,/en/dreaming_of_julia,10/24/2003
Driving Miss Wealthy,James Yuen,Romance Film|World cinema|Romantic comedy|Chinese Movies|Comedy|Drama,,/en/driving_miss_wealthy_juet_sai_ho_bun,5/3/2004
Drowning Mona,Nick Gomez,Black comedy|Mystery|Whodunit|Crime Comedy|Crime Fiction|Comedy,,/en/drowning_mona,1/2/2000
Drugstore Girl,Katsuhide Motoki,Japanese Movies|Comedy,,/en/drugstore_girl,
Druids,Jacques Dorfmann,Adventure Film|War film|Action/Adventure|World cinema|Epic film|Historical Epic|Historical fiction|Biographical film|Drama,,/en/druids,8/31/2001
Duck! The Carbine High Massacre,William Hellfire|Joey Smack,Satire|Black comedy|Parody|Indie film|Teen film|Comedy,,/en/duck_the_carbine_high_massacre,4/20/2000
"Dude, Where's My Car?",Danny Leiner,Mystery|Comedy|Science Fiction,,/en/dude_wheres_my_car,12/10/2000
"Dude, Where's the Party?",Benny Mathews,Indie film|Comedy of manners|Comedy,,/en/dude_wheres_the_party,
Duets,Bruce Paltrow,Musical|Musical Drama|Musical comedy|Comedy|Drama,,/en/duets,9/9/2000
Dumb &amp; Dumberer: When Harry Met Lloyd,Troy Miller,Buddy film|Teen film|Screwball comedy|Slapstick|Comedy,,/en/dumb_dumberer,6/13/2003
Dumm Dumm Dumm,Azhagam Perumal,Romance Film|Comedy|Drama,,/en/dumm_dumm_dumm,4/13/2001
Dummy,Greg Pritikin,Romantic comedy|Indie film|Romance Film|Comedy|Comedy-drama|Drama,,/en/dummy_2003,9/12/2003
Dumplings,Fruit Chan,Horror|Drama,,/en/dumplings,8/4/2004
Duplex,Danny DeVito,Black comedy|Comedy,,/en/duplex,9/26/2003
Dus,Anubhav Sinha,Thriller|Action Film|Crime Fiction|Bollywood,,/en/dus,7/8/2005
Dust,Milcho Manchevski,Western|Drama,,/en/dust_2001,8/29/2001
E,S. P. Jananathan,Action Film|Thriller|Drama,,/wikipedia/en_title/E_$0028film$0029,10/21/2006
Earthlings,Shaun Monson,Documentary film|Nature|Culture &amp; Society|Animal,,/en/earthlings,
Eastern Promises,David Cronenberg,Thriller|Crime Fiction|Mystery|Drama,,/en/eastern_promises,9/8/2007
Eating Out,Q. Allan Brocka,Romantic comedy|LGBT|Gay Themed|Romance Film|Gay|Gay Interest|Comedy,,/en/eating_out,
Echoes of Innocence,Nathan Todd Sims,Thriller|Romance Film|Christian film|Mystery|Supernatural|Drama,,/en/echoes_of_innocence,9/9/2005
Eddie's Million Dollar Cook-Off,Paul Hoen,Teen film,,/en/eddies_million_dollar_cook_off,7/18/2003
Edison,David J. Burke,Thriller|Crime Fiction|Mystery|Crime Thriller|Drama,,/en/edison_2006,3/5/2005
Edmond,Stuart Gordon,Thriller|Psychological thriller|Indie film|Crime Fiction|Drama,,/en/edmond_2006,9/2/2005
Eight Below,Frank Marshall,Adventure Film|Family|Drama,,/en/eight_below,2/17/2006
Eight Crazy Nights,Seth Kearsley,Christmas movie|Musical|Animation|Musical comedy|Comedy,,/en/eight_crazy_nights,11/27/2002
Eight Legged Freaks,Ellory Elkayem,Horror|Natural horror film|Science Fiction|Monster|B movie|Comedy|Action Film|Thriller|Horror comedy,,/en/eight_legged_freaks,5/30/2002
Ek Ajnabee,Apoorva Lakhia,Action Film|Thriller|Crime Fiction|Action Thriller|Drama|Bollywood,,/en/ek_ajnabee,12/9/2005
Eklavya: The Royal Guard,Vidhu Vinod Chopra,Historical drama|Romance Film|Musical|Epic film|Thriller|Bollywood|World cinema,,/en/eklavya_the_royal_guard,2/16/2007
Lost Embrace,Daniel Burman,Indie film|Comedy|Comedy-drama|Drama,,/en/el_abrazo_partido,2/9/2004
El Aura,Fabián Bielinsky,Thriller|Crime Fiction|Drama,,/en/el_aura,9/15/2005
The Crime of Father Amaro,Carlos Carrera,Romance Film|Drama,,/en/el_crimen_del_padre_amaro,8/16/2002
El juego de Arcibel,Alberto Lecchi,Indie film|Political drama|World cinema|Drama,,/en/el_juego_de_arcibel,5/29/2003
El Muerto,Brian Cox,Indie film|Supernatural|Thriller|Superhero movie|Action/Adventure,,/wikipedia/en_title/El_Muerto_$0028film$0029,
The Archimedes Principle,Gerardo Herrero,Drama,,/en/el_principio_de_arquimedes,3/26/2004
The Hairy Tooth Fairy,Juan Pablo Buscarini,Fantasy|Animation|Comedy|Family,,/en/el_raton_perez,7/13/2006
Election,Johnnie To,Crime Fiction|Thriller|Drama,,/en/election_2005,5/14/2005
Election 2,Johnnie To,Thriller|Crime Fiction|Drama,,/en/election_2,4/4/2006
Daft Punk's Electroma,Thomas Bangalter|Guy-Manuel de Homem-Christo,Indie film|Silent film|Science Fiction|World cinema|Avant-garde|Experimental film|Road movie|Drama,,/en/daft_punks_electroma,5/21/2006
Elektra,Rob Bowman,Action Film|Action/Adventure|Martial Arts Film|Superhero movie|Thriller|Fantasy|Crime Fiction,,/en/elektra_2005,1/8/2005
Elephant,Gus Van Sant,Teen film|Indie film|Crime Fiction|Thriller|Drama,,/en/elephant_2003,5/18/2003
Elephants Dream,Bassam Kurdali,Short Film|Computer Animation,,/en/elephants_dream,3/24/2006
Elf,Jon Favreau,Family|Romance Film|Comedy|Fantasy,,/en/elf_2003,10/9/2003
Elizabethtown,Cameron Crowe,Romantic comedy|Romance Film|Family Drama|Comedy-drama|Comedy|Drama,,/en/elizabethtown_2005,9/4/2005
Elvira's Haunted Hills,Sam Irvin,Parody|Horror|Cult film|Haunted House Film|Horror comedy|Comedy,,/en/elviras_haunted_hills,6/23/2001
Elvis Has Left the Building,Joel Zwick,Action Film|Action/Adventure|Road movie|Crime Comedy|Crime Fiction|Comedy,,/en/elvis_has_left_the_building_2004,
Empire,Franc. Reyes,Thriller|Crime Fiction|Indie film|Action|Drama|Action Thriller,,/en/empire_2002,
Employee of the Month,Mitch Rouse,Black comedy|Indie film|Heist film|Comedy,,/en/employee_of_the_month_2004,1/17/2004
Employee of the Month,Greg Coolidge,Romantic comedy|Romance Film|Comedy,,/en/employee_of_the_month,10/6/2006
Empress Chung,Nelson Shin,Animation|Children's/Family|East Asian cinema|World cinema,,/en/empress_chung,8/12/2005
EMR,Danny McCullough|James Erskine,Thriller|Mystery|Psychological thriller,,/en/emr,3/8/2004
En Route,Jan Krüger,Drama,,/en/en_route,6/17/2004
Enakku 20 Unakku 18,Jyothi Krishna,Musical|Romance Film|Drama|Musical Drama,,/en/enakku_20_unakku_18,12/19/2003
Enchanted,Kevin Lima,Musical|Fantasy|Romance Film|Family|Comedy|Animation|Adventure Film|Drama|Musical comedy|Musical Drama,,/en/enchanted_2007,10/20/2007
End of the Spear,Jim Hanon,Docudrama|Christian film|Indie film|Adventure Film|Historical period drama|Action/Adventure|Inspirational Drama|Drama,,/en/end_of_the_spear,
Enduring Love,Roger Michell,Thriller|Mystery|Film adaptation|Indie film|Romance Film|Psychological thriller|Drama,,/en/enduring_love,9/4/2004
Enemy at the Gates,Jean-Jacques Annaud,War film|Romance Film|Action Film|Historical fiction|Thriller|Drama,,/en/enemy_at_the_gates,2/7/2001
Enigma,Michael Apted,Thriller|War film|Spy film|Romance Film|Mystery|Drama,,/en/enigma_2001,1/22/2001
Enigma: The Best of Jeff Hardy,Craig Leathers,Sports|Action Film,,/en/enigma_the_best_of_jeff_hardy,10/4/2005
Enron: The Smartest Guys in the Room,Alex Gibney,Documentary film|Indie film|Crime Fiction|Business|Culture &amp; Society|Finance &amp; Investing|Law &amp; Crime|Biographical film,,/en/enron_the_smartest_guys_in_the_room,4/22/2005
Envy,Barry Levinson,Black comedy|Cult film|Comedy,,/en/envy_2004,4/30/2004
Equilibrium,Kurt Wimmer,Science Fiction|Dystopia|Future noir|Thriller|Action Film|Drama,,/en/equilibrium_2002,12/6/2002
Eragon,Stefen Fangmeier,Family|Adventure Film|Fantasy|Sword and sorcery|Action Film|Drama,,/en/eragon_2006,12/13/2006
Erin Brockovich,Steven Soderbergh,Biographical film|Legal drama|Trial drama|Romance Film|Docudrama|Comedy-drama|Feminist Film|Drama|Drama film,,/en/erin_brockovich_2000,3/14/2000
Eros,Michelangelo Antonioni|Steven Soderbergh|Wong Kar-wai,Romance Film|Erotica|Drama,,/en/eros_2004,9/10/2004
Escaflowne,Kazuki Akane,Adventure Film|Science Fiction|Fantasy|Animation|Romance Film|Action Film|Thriller|Drama,,/en/escaflowne,6/24/2000
A Few Days Later,Niki Karimi,Drama,,/en/escape_2006,
Eternal Sunshine of the Spotless Mind,Michel Gondry,Romance Film|Science Fiction|Drama,,/en/eternal_sunshine_of_the_spotless_mind,3/19/2004
Eulogy,Michael Clancy,LGBT|Black comedy|Indie film|Comedy,,/en/eulogy_2004,10/15/2004
EuroTrip,Jeff Schaffer|Alec Berg|David Mandel,Sex comedy|Adventure Film|Teen film|Comedy,,/en/eurotrip,2/20/2004
Evan Almighty,Tom Shadyac,Religious Film|Parody|Family|Fantasy|Fantasy Comedy|Heavenly Comedy|Comedy,,/en/evan_almighty,6/21/2007
Everlasting Regret,Stanley Kwan,Romance Film|Chinese Movies|Drama,,/en/everlasting_regret,9/8/2005
Everybody's Famous!,Dominique Deruddere,World cinema|Comedy|Drama,,/en/everybody_famous,4/12/2000
Everyman's Feast,Fritz Lehner,Drama,,/en/everymans_feast,1/25/2002
Everyone's Hero,Christopher Reeve|Daniel St. Pierre|Colin Brady,Computer Animation|Family|Animation|Adventure Film|Sports|Children's/Family|Family-Oriented Adventure,,/en/everyones_hero,9/15/2006
Everything,,Music video,,/en/everything_2005,11/22/2005
Everything Goes,Andrew Kotatko,Short Film|Drama,,/en/everything_goes,6/14/2004
Everything Is Illuminated,Liev Schreiber,Adventure Film|Film adaptation|Family Drama|Comedy-drama|Road movie|Comedy|Drama,,/en/everything_is_illuminated_2005,9/16/2005
Evilenko,David Grieco,Thriller|Horror|Crime Fiction,,/en/evilenko,4/16/2004
Evolution,Ivan Reitman,Science Fiction|Parody|Action Film|Action/Adventure|Comedy,,/en/evolution_2001,6/8/2001
Exit Wounds,Andrzej Bartkowiak,Action Film|Mystery|Martial Arts Film|Action/Adventure|Thriller|Crime Fiction,,/en/exit_wounds,3/16/2001
Exorcist: The Beginning,Renny Harlin,Horror|Supernatural|Psychological thriller|Cult film|Historical period drama,,/en/exorcist_the_beginning,8/18/2004
Extreme Days,Eric Hannah,Comedy-drama|Action Film|Christian film|Action/Adventure|Road movie|Teen film|Sports,,/en/extreme_days,9/28/2001
Extreme Ops,Christian Duguay,Action Film|Thriller|Action/Adventure|Sports|Adventure Film|Action Thriller|Chase Movie,,/en/extreme_ops,11/27/2002
Face,Yoo Sang-gon,Horror|Thriller|Drama|East Asian cinema|World cinema,,/en/face_2004,6/11/2004
Facing Windows,Ferzan Özpetek,Romance Film|Drama,,/en/la_finestra_di_fronte,2/28/2003
Factory Girl,George Hickenlooper,Biographical film|Indie film|Historical period drama|Drama,,/en/factory_girl,12/29/2006
Fahrenheit 9/11,Michael Moore,Indie film|Documentary film|War film|Culture &amp; Society|Crime Fiction|Drama,,/en/fahrenheit_9_11,5/17/2004
Fahrenheit 9/11½,Michael Moore,Documentary film,,/en/fahrenheit_9_111_2,
Fail Safe,Stephen Frears,Thriller|Science Fiction|Black-and-white|Film adaptation|Suspense|Psychological thriller|Political drama|Drama,,/en/fail_safe_2000,4/9/2000
Failan,Song Hae-sung,Romance Film|World cinema|Drama,,/en/failan,4/28/2001
Failure to Launch,Tom Dey,Romantic comedy|Romance Film|Comedy,,/en/failure_to_launch,3/10/2006
Fake,Thanakorn Pongsuwan,Romance Film,,/en/fake_2003,4/28/2003
Falcons,Friðrik Þór Friðriksson,Drama,,/en/falcons_2002,
Fallen,Mikael Salomon|Kevin Kerslake,Science Fiction|Fantasy|Action/Adventure|Drama,,/en/fallen_2006,
Family,Rajkumar Santoshi,Musical|Crime Fiction|Action Film|Romance Film|Thriller|Drama|Musical Drama,,/en/family_-_ties_of_blood,1/11/2006
Familywala,Neeraj Vora,Comedy|Drama|Bollywood|World cinema,,/en/familywala,
Fan Chan,Vitcha Gojiew|Witthaya Thongyooyong|Komgrit Triwimol|Nithiwat Tharathorn|Songyos Sugmakanan|Adisorn Tresirikasem,Comedy|Romance Film,,/en/fan_chan,10/3/2003
Fanaa,Kunal Kohli,Thriller|Romance Film|Musical|Bollywood|Musical Drama|Drama,,/en/fanaa,5/26/2006
Fantastic Four,Tim Story,Fantasy|Science Fiction|Adventure Film|Action Film,,/en/fantastic_four_2005,6/29/2005
Fantastic Four: Rise of the Silver Surfer,Tim Story,Fantasy|Science Fiction|Action Film|Thriller,,/en/fantastic_four_and_the_silver_surfer,6/12/2007
Fantastic Mr. Fox,Wes Anderson,Animation|Adventure Film|Comedy|Family,,/en/fantastic_mr_fox_2007,10/14/2009
FAQ: Frequently Asked Questions,Carlos Atanes,Science Fiction,,/en/faq_frequently_asked_questions,10/12/2004
Far Cry,Uwe Boll,Action Film|Science Fiction|Thriller|Adventure Film,,/en/far_cry_2008,10/2/2008
Far from Heaven,Todd Haynes,Romance Film|Melodrama|Drama,,/en/far_from_heaven,9/1/2002
Farce of the Penguins,Bob Saget,Parody|Mockumentary|Adventure Comedy|Comedy,,/en/farce_of_the_penguins,
Eagles: Farewell 1 Tour-Live from Melbourne,Carol Dodds,Music video,,/en/eagles_farewell_1_tour_live_from_melbourne,6/14/2005
Fat Albert,Joel Zwick,Family|Fantasy|Romance Film|Comedy,,/en/fat_albert,12/12/2004
Fat Pizza,Paul Fenech,Comedy,,/en/fat_pizza_the_movie,
Fatwa,John Carter,Thriller|Political thriller|Drama,,/en/fatwa_2006,3/24/2006
Faust: Love of the Damned,Brian Yuzna,Horror|Supernatural,,/en/faust_love_of_the_damned,10/12/2000
Fay Grim,Hal Hartley,Thriller|Action Film|Political thriller|Indie film|Comedy Thriller|Comedy|Crime Fiction|Drama,,/en/fay_grim,9/11/2006
Fear and Trembling,Alain Corneau,World cinema|Japanese Movies|Comedy|Drama,,/en/fear_and_trembling_2003,
Fear of the Dark,Glen Baisley,Horror|Mystery|Psychological thriller|Thriller|Drama,,/en/fear_of_the_dark_2006,10/6/2001
Fear X,Nicolas Winding Refn,Psychological thriller|Thriller,,/en/fear_x,1/19/2003
FeardotCom,William Malone,Horror|Crime Fiction|Thriller|Mystery,,/en/feardotcom,8/9/2002
